country_code;return_case_id;quantity;product_id;city;postal_code;total_refund;currency;exchange_rate;creation_date;...11;weight;emission;price;distance
AE;00807014-RC1;1;800397N0244K92739;Dubay;0;515000.0;AED;0.24860845653298;2024-01-18T12:42:34.500Z;;2,00;5,97;0,6;4323,97
AE;01248227-RC1;1;9412449999991000XS;Dubai;-;32000.0;AED;0.26415709229513;2025-01-18T11:32:44.771Z;;2,00;5,97;0,6;4328,00
AE;01047470-RC1;1;502793W85422742U;Dubai;1234567;0.0;AED;0.25139558943643;2024-09-12T07:38:52.024184Z;;2,00;5,97;0,6;4328,00
AE;01034688-RC1;1;9408079999998412U;Dubai;0;32900.0;AED;0.25240334483527;2024-07-08T14:14:39.164Z;;2,00;5,97;0,6;4328,00
AE;01251779-RC1;1;810479AP0AT0100038;Dubai;-;337000.0;AED;0.26426228079967;2025-01-28T19:15:34.914Z;;2,00;5,97;0,6;4328,00
AE;00807014-RC1;1;800397N0242100639;Dubay;0;515000.0;AED;0.24860845653298;2024-01-18T12:42:34.500Z;;2,00;5,97;0,6;4323,97
AE;01275917-RC1;2;K04458PK1038900010;Dubai;-;0.0;AED;0.26456322508469;2025-02-19T15:43:43.851857Z;;2,00;5,97;0,6;4328,00
AE;00812098-RC1;1;K02836PK0584100034;dubai;1000;157000.0;AED;0.24833159306962;2024-01-29T17:21:51.108Z;;2,00;5,97;0,6;4328,00
AE;01248227-RC1;1;9412379999991000XS;Dubai;-;32000.0;AED;0.26415709229513;2025-01-18T11:32:44.771Z;;2,00;5,97;0,6;4328,00
AE;00812098-RC1;2;K02834PK05981000M;dubai;1000;157000.0;AED;0.24833159306962;2024-01-29T17:21:51.108Z;;2,00;5,97;0,6;4328,00
AE;01275917-RC1;1;K04610PK1039905810;Dubai;-;0.0;AED;0.26456322508469;2025-02-19T15:43:43.851857Z;;2,00;5,97;0,6;4328,00
AE;00766095-RC1;1;7B0011WP02408596U;Dubai;N/AN/A;0.0;AED;0.24770740871838;2024-06-12T07:23:28.962524Z;;2,00;5,97;0,6;4328,00
AE;01273585-RC1;1;941224999999630936AB;Dibai;0;45000.0;AED;0.26352854692477;2025-02-14T16:40:13.302Z;;2,00;8,33;0,6;6038,84
AE;01260600-RC1;1;371223W91321220U;Dubai;0;447000.0;AED;0.25923483639809;2025-02-02T18:23:41.174Z;;2,00;5,97;0,16;4328,00
AT;00977440-RC1;1;810279E00150605137;Wien;1190;77500.0;EUR;1.0;2024-06-07T08:45:12.388Z;;2,00;1,05;0,16;764,12
AT;00961922-RC1;1;810245E00133100038;Wien;1180;177250.0;EUR;1.0;2024-05-26T17:58:56.222Z;;2,00;1,05;0,16;764,12
AT;01123402-RC1;1;391698WP03016500U;Feldkirch;6800;75000.0;EUR;1.0;2024-09-23T19:54:48.152Z;;2,00;1,08;0,16;780,13
AT;01141383-RC1;1;9410399999991000XL;Wien;1080;0.0;EUR;1.0;2024-11-12T10:54:53.775103Z;;2,00;1,05;0,16;764,12
AT;01024252-RC1;1;513860W85429000U;Klagenfurt am W√∂rthersee;9020;0.0;EUR;1.0;2024-07-19T15:37:40.027436Z;;2,00;0,00;0,16;
AT;01123566-RC1;1;810479AP0AT0900237;Salzburg;5020;75000.0;EUR;1.0;2024-09-25T11:24:48.125Z;;2,00;0,91;0,16;656,58
AT;00789467-RC1;1;K02805PK0054120212;Wien;Wien;12600.0;EUR;1.0;2024-01-18T16:37:27.462Z;;2,00;1,05;0,16;764,12
AT;00961922-RC1;1;810312E00171100338;Wien;1180;177250.0;EUR;1.0;2024-05-26T17:58:56.222Z;;2,00;1,05;0,16;764,12
AT;01043235-RC1;1;9409389999991003XL;Pitten;2823;72600.0;EUR;1.0;2024-07-16T15:39:19.756Z;;2,00;0,98;0,16;708,70
AT;00957634-RC1;1;6401763DR375921140;Purkersdorf;3002;228000.0;EUR;1.0;2024-05-22T05:14:20.765Z;;2,00;1,05;0,16;758,06
AT;00961922-RC1;1;6J02103SPX765613XL;Wien;1180;177250.0;EUR;1.0;2024-05-26T17:58:56.222Z;;2,00;1,05;0,16;764,12
